51.385759637,New Point
57.376507936,New Point
63.413696145,New Point
69.381224489,New Point
75.395192743,New Point
81.409160997,New Point
87.420408163,New Point
93.428571428,New Point
99.462675736,New Point
105.453424036,New Point
111.467392290,New Point
117.475555555,New Point
123.477913832,New Point
129.480272108,New Point
135.476825396,New Point
141.490793650,New Point
216.560907029,New Point
222.545850340,New Point
288.647256235,New Point
294.638004535,New Point
360.692970521,New Point
366.706938775,New Point
372.720907029,New Point
378.729070294,New Point
