36.223129251,New Point
38.846984126,New Point
41.354739229,New Point
43.885714285,New Point
86.981950113,New Point
89.502040816,New Point
92.048979591,New Point
94.548979591,New Point
107.216326530,New Point
109.783673469,New Point
112.308163265,New Point
114.879591836,New Point
147.810204081,New Point
150.355102040,New Point
152.942857142,New Point
155.457142857,New Point
178.300000000,New Point
180.810204081,New Point
183.332653061,New Point
185.889795918,New Point
198.483673469,New Point
201.104081632,New Point
203.679591836,New Point
206.191836734,New Point
218.875510204,New Point
221.412244897,New Point
223.953061224,New Point
226.502040816,New Point
239.187755102,New Point
241.604081632,New Point
244.224489795,New Point
246.775510204,New Point
259.455102040,New Point
261.936734693,New Point
264.522448979,New Point
267.006122448,New Point
