24.155102040,New Point
29.379591836,New Point
34.595918367,New Point
39.767346938,New Point
44.987755102,New Point
50.208163265,New Point
55.387755102,New Point
60.632653061,New Point
71.036734693,New Point
76.257142857,New Point
81.424489795,New Point
97.036734693,New Point
102.253061224,New Point
107.465306122,New Point
112.702040816,New Point
128.285714285,New Point
133.489795918,New Point
133.489795918,New Point
138.681632653,New Point
149.093877551,New Point
154.400000000,New Point
159.514285714,New Point
169.787755102,New Point
175.151020408,New Point
180.338775510,New Point
185.551020408,New Point
190.873469387,New Point
195.971428571,New Point
201.200000000,New Point
206.375510204,New Point
211.612244897,New Point
216.816326530,New Point
222.012244897,New Point
227.212244897,New Point
232.428571428,New Point
237.530612244,New Point
