13.240816326,New Point
15.734693877,New Point
18.310204081,New Point
20.795918367,New Point
23.289795918,New Point
25.755102040,New Point
28.265306122,New Point
62.930612244,New Point
65.432653061,New Point
68.016326530,New Point
72.889795918,New Point
75.489795918,New Point
77.979591836,New Point
132.661224489,New Point
135.097959183,New Point
137.620408163,New Point
142.587755102,New Point
145.073469387,New Point
147.567346938,New Point
162.424489795,New Point
164.975510204,New Point
167.448979591,New Point
172.416326530,New Point
174.893877551,New Point
177.277551020,New Point
222.130612244,New Point
224.608163265,New Point
227.106122448,New Point
231.967346938,New Point
234.444897959,New Point
236.955102040,New Point
