0.130612244,New Point
5.343492063,New Point
10.567981859,New Point
15.766349206,New Point
20.979229024,New Point
26.226938775,New Point
31.451428571,New Point
36.675918367,New Point
41.900408163,New Point
47.119092970,New Point
52.349387755,New Point
57.556462585,New Point
62.792562358,New Point
68.011247165,New Point
73.247346938,New Point
78.425396825,New Point
83.684716553,New Point
88.909206349,New Point
94.122086167,New Point
99.346575963,New Point
104.571065759,New Point
109.795555555,New Point
115.031655328,New Point
120.244535147,New Point
125.457414965,New Point
130.687709750,New Point
135.976054421,New Point
141.084444444,New Point
146.372789115,New Point
151.545034013,New Point
156.792743764,New Point
162.046258503,New Point
167.247528344,New Point
172.472018140,New Point
177.708117913,New Point
182.909387755,New Point
188.157097505,New Point
193.369977324,New Point
198.606077097,New Point
203.818956916,New Point
209.037641723,New Point
214.273741496,New Point
219.504036281,New Point
224.658866213,New Point
229.918185941,New Point
235.131065759,New Point
