38.391836734,New Point
41.575510204,New Point
44.759183673,New Point
51.110204081,New Point
54.269387755,New Point
57.444897959,New Point
60.522448979,New Point
63.763265306,New Point
66.971428571,New Point
70.146938775,New Point
76.481632653,New Point
79.665306122,New Point
82.848979591,New Point
89.183673469,New Point
92.351020408,New Point
95.526530612,New Point
98.693877551,New Point
101.877551020,New Point
105.053061224,New Point
108.244897959,New Point
114.579591836,New Point
117.755102040,New Point
120.930612244,New Point
127.281632653,New Point
130.465306122,New Point
133.624489795,New Point
139.967346938,New Point
143.151020408,New Point
146.310204081,New Point
149.485714285,New Point
165.363265306,New Point
168.546938775,New Point
171.697959183,New Point
178.057142857,New Point
181.232653061,New Point
184.400000000,New Point
187.575510204,New Point
190.751020408,New Point
193.926530612,New Point
197.085714285,New Point
203.444897959,New Point
206.620408163,New Point
209.787755102,New Point
212.963265306,New Point
228.824489795,New Point
231.991836734,New Point
235.175510204,New Point
241.518367346,New Point
244.726530612,New Point
247.885714285,New Point
254.228571428,New Point
257.395918367,New Point
260.587755102,New Point
266.922448979,New Point
270.106122448,New Point
273.273469387,New Point
276.440816326,New Point
279.600000000,New Point
282.791836734,New Point
285.959183673,New Point
289.110204081,New Point
292.310204081,New Point
