2.136235827,New Point
11.400997732,New Point
20.619319727,New Point
29.872471655,New Point
39.090793650,New Point
48.461224489,New Point
57.840907029,New Point
67.198548752,New Point
76.585215419,New Point
85.995102040,New Point
95.323718820,New Point
104.745215419,New Point
114.242176870,New Point
123.623038548,New Point
133.015510204,New Point
142.413786848,New Point
198.815056689,New Point
208.178503401,New Point
217.605804988,New Point
226.969251700,New Point
266.170340136,New Point
275.632471655,New Point
