14.796916099,New Point
21.797732426,New Point
28.848979591,New Point
35.880634920,New Point
42.916281179,New Point
49.946122448,New Point
56.946938775,New Point
63.994195011,New Point
71.024036281,New Point
78.024852607,New Point
85.077913832,New Point
92.136780045,New Point
99.160816326,New Point
106.219682539,New Point
113.232108843,New Point
120.198095238,New Point
127.239546485,New Point
134.298412698,New Point
141.339863945,New Point
148.381315192,New Point
155.411156462,New Point
162.446802721,New Point
169.488253968,New Point
176.512290249,New Point
183.507301587,New Point
190.560362811,New Point
197.584399092,New Point
204.602630385,New Point
211.603446712,New Point
218.627482993,New Point
225.663129251,New Point
232.629115646,New Point
239.670566893,New Point
246.712018140,New Point
253.741859410,New Point
261.201269841,New Point
